ggml_cuda_init: found 1 CUDA devices (Total VRAM: 45596 MiB):
  Device 0: NVIDIA L40S, compute capability 8.9, VMM: yes, VRAM: 45596 MiB

Computing statistics for /home/user1/workspace/bobchenyx/26-ICCAD/qwen3-imatrix-q8_0.gguf (384 tensors)

 Layer	       Tensor	          Σ(Act²)	  Min	            Max	           μ	   σ	 % Active	N	   Entropy	E (norm)	ZD	  CosSim
   17	ffn_gate_inp        	    449.18	  0.0063	     8.9558	  0.22	  0.39	  100.00%	  2048	   10.5039	 95.49%	      1.71%	  0.9968
   16	ffn_gate_inp        	    441.25	  0.0081	     8.6172	  0.22	  0.37	  100.00%	  2048	   10.5223	 95.66%	      1.71%	  0.9930
   15	ffn_gate_inp        	    421.54	  0.0078	     9.8141	  0.21	  0.37	  100.00%	  2048	   10.5197	 95.63%	      1.51%	  0.9975
   13	ffn_gate_inp        	    388.59	  0.0254	    14.3087	  0.19	  0.44	  100.00%	  2048	   10.3600	 94.18%	      1.32%	  0.9923
   14	ffn_gate_inp        	    388.52	  0.0180	    10.0391	  0.19	  0.36	  100.00%	  2048	   10.4739	 95.22%	      1.46%	  0.9777
   12	ffn_gate_inp        	    340.35	  0.0126	    11.4153	  0.17	  0.34	  100.00%	  2048	   10.4814	 95.29%	      1.12%	  0.9983
   11	ffn_gate_inp        	    329.07	  0.0167	    11.3452	  0.16	  0.35	  100.00%	  2048	   10.4366	 94.88%	      1.17%	  0.9969
    9	ffn_gate_inp        	    312.60	  0.0045	     7.9078	  0.15	  0.28	  100.00%	  2048	   10.5138	 95.58%	      1.51%	  0.9964
   10	ffn_gate_inp        	    311.77	  0.0050	     9.8894	  0.15	  0.31	  100.00%	  2048	   10.4654	 95.14%	      1.07%	  0.9851
    8	ffn_gate_inp        	    306.63	  0.0004	     8.0780	  0.15	  0.28	  100.00%	  2048	   10.5194	 95.63%	      1.51%	  0.9693
    7	ffn_gate_inp        	    303.98	  0.0043	     5.8237	  0.15	  0.27	  100.00%	  2048	   10.5079	 95.53%	      1.51%	  0.9964
    6	ffn_gate_inp        	    297.09	  0.0072	     6.1786	  0.15	  0.27	  100.00%	  2048	   10.4833	 95.30%	      1.46%	  0.9402
    5	ffn_gate_inp        	    248.76	  0.0011	     9.4609	  0.12	  0.30	  100.00%	  2048	   10.2961	 93.60%	      1.12%	  0.9885
    4	ffn_gate_inp        	    232.86	  0.0012	     9.4207	  0.11	  0.30	  100.00%	  2048	   10.2292	 92.99%	      1.07%	  0.6011
    3	ffn_gate_inp        	    206.13	  0.0001	    24.3534	  0.10	  0.58	  100.00%	  2048	    9.5899	 87.18%	      0.68%	  0.9834
    2	ffn_gate_inp        	    192.27	  0.0003	    46.9172	  0.09	  1.07	  100.00%	  2048	    8.1588	 74.17%	      0.54%	  0.2474
    1	ffn_gate_inp        	    107.54	  0.0017	     6.5549	  0.05	  0.25	  100.00%	  2048	    9.5839	 87.13%	      0.73%	  0.8403
    0	ffn_gate_inp        	     58.88	  0.0002	     3.6879	  0.03	  0.14	  100.00%	  2048	    9.0919	 82.65%	      1.17%	  0.0000
   47	ffn_up_exps         	 485136.53	  0.0000	   840.6616	  1.85	 13.86	   99.95%	262144	   15.7815	 87.68%	      0.83%	  0.2767
   46	ffn_up_exps         	 400006.19	  0.0021	  1025.2562	  1.53	  8.39	  100.00%	262144	   16.5695	 92.05%	      1.03%	  0.3356
   45	ffn_up_exps         	 362061.28	  0.0000	   906.2310	  1.38	  7.38	   99.95%	262144	   16.7834	 93.24%	      0.90%	  0.3165
   44	ffn_up_exps         	 325857.94	  0.0000	  1910.1113	  1.24	  7.31	   99.95%	262144	   16.8331	 93.52%	      0.82%	  0.3417
   43	ffn_up_exps         	 300073.44	  0.0000	  1579.3983	  1.14	  5.88	   99.95%	262144	   16.9325	 94.07%	      0.90%	  0.3583
   42	ffn_up_exps         	 269933.84	  0.0000	  1398.2021	  1.03	  5.40	   99.95%	262144	   16.8443	 93.58%	      0.94%	  0.3153
   41	ffn_up_exps         	 228111.47	  0.0402	   500.8821	  0.87	  3.63	  100.00%	262144	   16.9142	 93.97%	      1.18%	  0.3631
   40	ffn_up_exps         	 197780.55	  0.0264	   609.7571	  0.75	  3.40	  100.00%	262144	   16.8975	 93.88%	      1.06%	  0.3999
   39	ffn_up_exps         	 167666.11	  0.0325	  2656.9658	  0.64	  5.90	  100.00%	262144	   16.8033	 93.35%	      0.49%	  0.3590
   38	ffn_up_exps         	 141695.77	  0.0371	   997.8002	  0.54	  3.14	  100.00%	262144	   16.8503	 93.61%	      0.80%	  0.3745
   37	ffn_up_exps         	 137464.61	  0.0435	  2380.1902	  0.52	  5.33	  100.00%	262144	   16.6889	 92.72%	      0.52%	  0.3423
   36	ffn_up_exps         	 117484.81	  0.0863	   428.0061	  0.45	  2.24	  100.00%	262144	   17.0688	 94.83%	      0.78%	  0.3531
   35	ffn_up_exps         	 117144.96	  0.0621	  2436.5554	  0.45	  5.26	  100.00%	262144	   16.9202	 94.00%	      0.34%	  0.2774
   30	ffn_up_exps         	 111875.52	  0.0416	   559.0143	  0.43	  2.14	  100.00%	262144	   17.1448	 95.25%	      0.67%	  0.2265
   34	ffn_up_exps         	 111621.13	  0.0381	  1468.0273	  0.43	  3.39	  100.00%	262144	   17.0752	 94.86%	      0.50%	  0.3349
   31	ffn_up_exps         	 106609.20	  0.0116	   392.4593	  0.41	  1.65	  100.00%	262144	   17.2495	 95.83%	      0.78%	  0.2322
   33	ffn_up_exps         	 102765.83	  0.0298	   992.0164	  0.39	  2.74	  100.00%	262144	   17.1660	 95.37%	      0.48%	  0.2341
   32	ffn_up_exps         	 101256.20	  0.0156	   692.9490	  0.39	  2.30	  100.00%	262144	   17.2135	 95.63%	      0.55%	  0.2414
   29	ffn_up_exps         	  91526.25	  0.0190	   367.5244	  0.35	  1.58	  100.00%	262144	   17.1646	 95.36%	      0.78%	  0.3145
   28	ffn_up_exps         	  89657.07	  0.0116	   459.3951	  0.34	  1.90	  100.00%	262144	   17.1358	 95.20%	      0.63%	  0.3017
   27	ffn_up_exps         	  85627.12	  0.0108	  1646.9586	  0.33	  3.67	  100.00%	262144	   17.0068	 94.48%	      0.33%	  0.2537
   26	ffn_up_exps         	  78850.12	  0.0188	  2264.7087	  0.30	  6.01	  100.00%	262144	   16.6624	 92.57%	      0.19%	  0.2487
   25	ffn_up_exps         	  77909.09	  0.0363	   448.7469	  0.30	  1.34	  100.00%	262144	   17.2634	 95.91%	      0.78%	  0.2449
   18	ffn_up_exps         	  74211.13	  0.0208	   424.6093	  0.28	  1.24	  100.00%	262144	   17.3671	 96.48%	      0.74%	  0.2441
   24	ffn_up_exps         	  73215.59	  0.0549	   232.2824	  0.28	  1.09	  100.00%	262144	   17.3860	 96.59%	      0.80%	  0.2886
   23	ffn_up_exps         	  72790.24	  0.0489	   589.2326	  0.28	  1.68	  100.00%	262144	   17.3191	 96.22%	      0.58%	  0.1815
   19	ffn_up_exps         	  71163.05	  0.0076	   468.0107	  0.27	  1.26	  100.00%	262144	   17.3745	 96.53%	      0.70%	  0.2482
   22	ffn_up_exps         	  68482.50	  0.0263	  1406.0992	  0.26	  3.03	  100.00%	262144	   17.1508	 95.28%	      0.32%	  0.2908
   20	ffn_up_exps         	  66949.91	  0.0085	   332.1099	  0.26	  1.19	  100.00%	262144	   17.3960	 96.64%	      0.64%	  0.2048
   21	ffn_up_exps         	  64482.72	  0.0114	   312.2634	  0.25	  1.12	  100.00%	262144	   17.4249	 96.81%	      0.61%	  0.2965
   17	ffn_up_exps         	  57643.96	  0.0050	   420.6889	  0.22	  1.44	  100.00%	262144	   17.2539	 95.85%	      0.51%	  0.2816
   16	ffn_up_exps         	  57264.90	  0.0043	   802.2072	  0.22	  1.95	  100.00%	262144	   17.2012	 95.56%	      0.36%	  0.2747
   15	ffn_up_exps         	  54404.39	  0.0045	   818.8816	  0.21	  2.05	  100.00%	262144	   17.1698	 95.39%	      0.33%	  0.2353
   14	ffn_up_exps         	  50909.39	  0.0058	  1863.5596	  0.19	  3.75	  100.00%	262144	   16.9069	 93.93%	      0.19%	  0.2768
   13	ffn_up_exps         	  49512.64	  0.0140	   287.9887	  0.19	  1.09	  100.00%	262144	   17.1461	 95.26%	      0.66%	  0.2695
   11	ffn_up_exps         	  43225.96	  0.0103	  1018.8804	  0.16	  2.78	  100.00%	262144	   16.7991	 93.33%	      0.22%	  0.2433
   12	ffn_up_exps         	  42882.15	  0.0095	   258.7859	  0.16	  0.84	  100.00%	262144	   17.2908	 96.06%	      0.64%	  0.2676
    9	ffn_up_exps         	  40500.00	  0.0024	   516.1448	  0.15	  1.42	  100.00%	262144	   17.1523	 95.29%	      0.38%	  0.2141
   10	ffn_up_exps         	  39707.74	  0.0037	   541.6099	  0.15	  1.38	  100.00%	262144	   17.1437	 95.24%	      0.41%	  0.3177
    8	ffn_up_exps         	  39576.10	  0.0003	   201.5641	  0.15	  0.90	  100.00%	262144	   17.2872	 96.04%	      0.50%	  0.2805
    7	ffn_up_exps         	  38345.48	  0.0031	   232.4844	  0.15	  0.63	  100.00%	262144	   17.3698	 96.50%	      0.65%	  0.2093
    6	ffn_up_exps         	  38181.66	  0.0049	   765.0255	  0.15	  1.67	  100.00%	262144	   17.0859	 94.92%	      0.32%	  0.2604
    2	ffn_up_exps         	  31987.48	  0.0002	  6490.0737	  0.12	 13.40	  100.00%	262144	   11.7917	 65.51%	      0.02%	  0.0560
    5	ffn_up_exps         	  31653.61	  0.0008	   187.1353	  0.12	  0.71	  100.00%	262144	   17.0649	 94.81%	      0.55%	  0.3938
    4	ffn_up_exps         	  29748.72	  0.0006	   134.1546	  0.11	  0.56	  100.00%	262144	   17.0482	 94.71%	      0.61%	  0.1802
    3	ffn_up_exps         	  28569.48	  0.0000	   853.8514	  0.11	  3.31	  100.00%	262144	   15.3608	 85.34%	      0.14%	  0.1070
    1	ffn_up_exps         	  13571.72	  0.0005	    35.1352	  0.05	  0.31	  100.00%	262144	   16.4264	 91.26%	      0.61%	  0.4600
    0	ffn_up_exps         	   7367.99	  0.0001	     8.8433	  0.03	  0.17	  100.00%	262144	   15.8489	 88.05%	      0.97%	  0.0000

Computing weighted average statistics per layer (48 layers)

  Layer	     μΣ(Act²)	      μZD	μCosSim
================================================
    0	       6100.41	    1.6535%	0.0000
    1	      11579.95	    0.5473%	0.3864
    2	      33761.07	    0.0362%	0.0536
    3	      24025.88	    0.1597%	0.1008
    4	      24685.90	    1.1996%	0.1610
    5	      26281.70	    1.2694%	0.3965
    6	      31679.03	    0.8573%	0.2807
    7	      31835.00	    1.0148%	0.2233
    8	      32872.78	    1.0796%	0.2846
    9	      33636.52	    0.9674%	0.2328
   10	      32980.50	    1.2287%	0.3282
   11	      35901.44	    1.4493%	0.2784
   12	      35615.64	    1.6757%	0.3010
   13	      41161.51	    1.4899%	0.2958
   14	      42306.66	    1.1750%	0.3051
   15	      45214.89	    1.4433%	0.2724
   16	      47604.99	    0.9605%	0.3001
   17	      47899.42	    1.3439%	0.3041
   18	      61707.39	    1.0657%	0.2510
   19	      59206.88	    0.8988%	0.2422
   20	      55729.14	    1.1971%	0.2110
   21	      53671.08	    1.1919%	0.2922
   22	      57039.14	    1.1156%	0.2978
   23	      60625.43	    1.6422%	0.2277
   24	      60990.84	    1.7720%	0.3182
   25	      64984.44	    1.5641%	0.2586
   26	      65716.91	    1.3206%	0.2642
   27	      71388.51	    1.5272%	0.2869
   28	      74756.68	    1.3595%	0.3242
   29	      76272.98	    1.6822%	0.3267
   30	      93146.02	    0.9896%	0.2339
   31	      88832.41	    1.0498%	0.2298
   32	      84511.96	    0.8077%	0.2398
   33	      85782.10	    1.0372%	0.2408
   34	      93316.06	    1.4787%	0.3362
   35	      97980.32	    1.4592%	0.3008
   36	      98365.23	    1.4670%	0.3492
   37	     115936.67	    1.3051%	0.3286
   38	     119650.91	    1.7901%	0.3603
   39	     142214.03	    1.2628%	0.3428
   40	     169095.12	    1.6606%	0.3743
   41	     196776.05	    1.6562%	0.3346
   42	     235407.33	    1.4489%	0.2892
   43	     263287.75	    1.4346%	0.3299
   44	     286682.62	    1.3829%	0.3213
   45	     321020.69	    1.4910%	0.2971
   46	     366038.12	    1.0972%	0.2975
   47	     608724.38	    0.7529%	0.2407


Per-expert activation counts — MoE layers (48 layers, 128 experts each)
(Counts reflect total activations over the calibration dataset)

 Layer	Exp0	Exp1	Exp2	Exp3	Exp4	Exp5	Exp6	Exp7	Exp8	Exp9	Exp10	Exp11	Exp12	Exp13	Exp14	Exp15	Exp16	Exp17	Exp18	Exp19	Exp20	Exp21	Exp22	Exp23	Exp24	Exp25	Exp26	Exp27	Exp28	Exp29	Exp30	Exp31	Exp32	Exp33	Exp34	Exp35	Exp36	Exp37	Exp38	Exp39	Exp40	Exp41	Exp42	Exp43	Exp44	Exp45	Exp46	Exp47	Exp48	Exp49	Exp50	Exp51	Exp52	Exp53	Exp54	Exp55	Exp56	Exp57	Exp58	Exp59	Exp60	Exp61	Exp62	Exp63	Exp64	Exp65	Exp66	Exp67	Exp68	Exp69	Exp70	Exp71	Exp72	Exp73	Exp74	Exp75	Exp76	Exp77	Exp78	Exp79	Exp80	Exp81	Exp82	Exp83	Exp84	Exp85	Exp86	Exp87	Exp88	Exp89	Exp90	Exp91	Exp92	Exp93	Exp94	Exp95	Exp96	Exp97	Exp98	Exp99	Exp100	Exp101	Exp102	Exp103	Exp104	Exp105	Exp106	Exp107	Exp108	Exp109	Exp110	Exp111	Exp112	Exp113	Exp114	Exp115	Exp116	Exp117	Exp118	Exp119	Exp120	Exp121	Exp122	Exp123	Exp124	Exp125	Exp126	Exp127	Total
------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------	------
     0	26071	17268	36105	26087	38370	9906	14346	20743	15480	30490	5613	18299	27458	22898	37092	8682	21185	23025	26798	3213	6733	37556	19075	22102	42035	19413	21204	25662	66900	37720	20599	31754	45302	44985	31662	23341	19683	17801	34190	34069	18931	28598	12310	19107	28536	22729	8946	27628	17024	16143	42213	54723	20946	20987	18261	6442	13526	23854	15851	18212	17891	49859	48253	36098	43185	34675	25348	28970	24808	27551	18005	23893	32743	29485	27349	38141	27134	31150	19350	16185	30777	27910	35500	25687	20938	17783	28374	45104	21633	18055	12740	43401	21533	34022	6350	24758	21149	28629	33856	21260	32364	28797	17428	75112	29831	30244	36088	23817	8515	24172	27516	39443	27617	17073	49404	18942	18078	33487	38456	20233	43100	18614	44133	20876	46461	23220	38259	23946	3440640
     1	5084	21417	43542	30531	26925	15797	33356	38718	32028	53465	29002	23416	21530	25975	19126	26939	33742	7433	30506	37985	23481	20881	14110	43931	19949	22164	34284	23510	35301	38419	25436	23779	13797	14200	32965	20075	11023	18390	23298	22058	23795	41921	21737	15073	16417	46646	32697	16944	34348	23137	27336	20483	24223	45577	13847	9183	12027	18583	46139	12725	30478	32862	34776	43491	11575	18063	24977	38121	9842	20839	36289	36268	6340	20798	110540	29625	48827	39030	44617	15601	19532	17676	18222	40251	19390	24331	34222	19948	18583	27393	32732	31697	22040	22586	37480	27533	34851	16299	18862	40189	19275	17486	9998	16777	19598	23339	16704	45212	20753	17971	32763	5593	6427	25656	36795	21775	46140	17881	18421	40470	23856	15968	78991	38250	24432	20508	19902	42517	3440640
     2	21020	22301	21617	23061	74364	26044	30170	40028	40571	60196	18747	12356	15295	24286	52052	33753	34604	7349	7813	6111	20140	9108	18613	23090	26752	12677	14425	18120	16782	21305	42184	24329	3874	6367	12769	27814	35985	6543	35549	17567	62407	32628	11680	17578	20355	25399	34651	37355	24935	36509	25043	90763	73395	31213	46590	17215	7692	15218	5608	30065	37508	6806	22066	20869	48647	37237	34527	30382	50015	33589	36576	22058	14218	45003	23326	19975	41236	15408	12717	23198	19808	16385	25960	6705	41894	33632	20430	21382	41463	23405	38504	25582	3096	45194	26347	34328	26439	17255	4983	28980	50955	15492	5165	27929	26032	5533	6681	20535	22042	8847	4066	22319	23872	22628	12855	23124	45289	40357	28505	48808	36468	32756	47734	25871	35407	60326	23439	28442	3440640
     3	22454	44409	48643	23643	36279	13428	43562	56249	28452	33552	40140	35491	17955	37242	5674	12941	23526	26592	14349	15107	20863	32761	19425	8718	41998	66862	37613	12666	18874	30694	6892	40550	11848	28655	37895	22392	21018	25561	71101	31489	21789	34769	43019	23591	20259	19692	11196	18980	22555	17441	16486	8525	7519	22229	34042	20880	9661	23870	20631	60989	25929	71591	56778	19210	47757	26284	15699	7935	4709	10571	43935	13076	22878	43372	27915	26432	41417	35995	41848	23856	8435	28441	24408	5110	16069	16324	27684	9120	15630	48410	22483	24130	26810	44445	24040	40930	6561	15784	23442	13822	8322	29254	30578	18287	31947	68749	43405	22260	12182	7155	26739	11405	48720	14019	7946	45614	16326	8766	18515	9398	37616	43447	19922	59942	51798	6754	20978	45645	3440640
     4	37384	23815	19801	17130	25251	44173	21752	22588	8600	43647	47401	60376	11234	5317	34956	13354	22061	4567	25868	15773	27323	27663	76229	33059	7935	48928	5679	44073	18937	30058	19494	17219	56117	22590	16013	16105	26729	26238	23576	54546	57171	6018	4823	6784	15260	2908	26929	50225	44374	30906	32775	49929	33288	18782	11109	7491	40861	46132	25705	25745	45238	4271	11086	29868	15994	4909	16728	98846	4903	19839	37732	35883	11742	27853	54355	27037	45087	43744	49801	40779	15815	25638	21452	24279	30478	44250	69960	41150	19008	6094	19584	42524	21306	23895	20020	6060	21389	42339	11707	20192	7262	32662	47157	14689	28028	59156	39480	11011	13960	9155	4366	35674	7402	41929	6258	37454	52948	33425	25898	19882	3538	5590	29063	21024	7538	19696	24087	8699	3440640
     5	34818	30728	30437	6450	2962	42267	17154	38884	15959	8248	29013	10448	27414	43538	27793	5404	31523	24294	47090	23148	8244	23607	65181	10759	21101	23794	23516	21171	25846	7837	46462	31851	25372	33267	45578	23004	13960	35299	9292	5541	21423	10927	30344	22452	15498	12989	9911	43632	46873	66089	10454	27313	11236	15751	34032	31248	33697	25460	28377	14005	5775	36918	22250	37658	25378	15513	37604	21505	24782	5801	16946	32997	11592	28704	45601	55696	19488	27103	54580	26044	55563	11670	35652	21600	16663	25933	27769	37636	17645	9351	30938	10890	32669	32262	19001	17464	33197	59150	47691	36476	22101	9275	27454	32989	10674	38327	17379	46250	34796	20675	21874	43184	28387	22288	7113	47077	79879	25322	2184	17455	14007	28075	34781	18153	12627	41425	56292	39477	3440640
     6	14673	24156	3985	21425	57109	21314	18220	78452	22575	50010	72944	3098	4051	40216	50916	12692	13987	18208	7650	17148	30839	38995	35324	70912	20768	16017	29328	40376	18141	37619	18650	10756	28440	12566	38296	25594	9868	12997	86706	34611	24278	30485	39223	6686	25758	14669	26941	20958	10479	17958	17222	32651	77000	7112	45329	35076	65861	10584	14504	32274	18246	24484	8447	39618	38155	17525	24494	16233	28219	13401	30259	25519	13152	9493	13480	38306	21478	16671	21547	57719	32608	25109	11682	30000	12488	49708	112840	28955	18983	34716	15968	18145	11193	22018	15548	11647	61648	35794	22589	18675	35757	19267	34275	37566	13202	37838	5330	13799	8659	51559	52464	22892	2467	35954	20615	32886	30382	2742	15721	27160	7441	18026	11680	25245	6932	13657	16668	49016	3440640
     7	28339	25305	39949	24416	27675	40720	13830	32930	13841	40756	11743	7592	19279	19487	18844	13410	4492	17143	10840	26757	92881	43274	12021	18560	28960	13416	75015	18622	34053	29997	18857	30764	27258	60357	29258	14151	27892	7522	41505	34647	5470	34048	7032	25645	21351	97894	26395	23054	103743	36955	30044	38561	10823	73967	5961	22789	10281	25608	32131	33053	34209	24281	24664	17948	20682	5148	20565	19435	21551	25749	12969	30102	32699	66175	31301	12282	2629	22604	31740	9141	8535	24111	38715	13571	6170	31213	20188	48380	25554	31080	11574	54586	32414	44148	30639	38077	13503	25734	22143	11589	49887	19750	1111	19337	21889	20707	28220	35526	18734	14907	90464	22268	31400	20489	10213	41790	26332	32468	26755	17203	29968	5279	7415	19079	36405	13448	9158	11477	3440640
     8	4526	15307	35551	23405	28733	42775	20523	27176	76246	7514	15730	7963	4521	57569	36434	24557	21951	19247	25954	17843	29668	36971	24130	11577	43046	18889	13212	43043	33585	11880	23502	38665	27523	46635	28040	46245	47278	26555	60585	38879	46796	50107	8566	31727	76520	25513	14931	55543	12652	25662	12076	34956	19371	12446	24495	25619	35986	19629	15739	12683	33627	62089	17538	28287	37733	26386	27697	13984	13444	15495	35559	6238	49336	20766	22531	3851	11613	21890	10179	27896	55943	32107	15137	14290	36974	9278	61850	23791	17676	25184	63270	17573	13549	11394	38673	58550	11511	17259	16587	29457	21059	10356	18847	37104	26223	85123	26839	21380	19791	33031	38648	20419	6429	9008	6383	3372	31157	16682	5348	18126	9980	36665	60265	13469	7188	17191	7086	52829	3440640
     9	74219	84428	10154	27871	4449	41219	10709	39575	6018	35939	21264	10790	19854	23076	6942	11622	12532	35638	5646	12384	11172	7685	44731	13391	40859	34413	18966	23370	20240	12049	25035	24906	32286	48934	8628	74289	24364	53298	6973	7899	26637	26960	15428	37973	5029	27923	46116	4213	43746	37007	33681	29079	76099	7372	39342	15071	9800	30277	10434	37829	28134	42262	38428	4595	12796	54840	21410	6658	35132	22948	32311	53592	18927	13781	26223	17199	41578	10896	15894	31742	44852	71252	44181	25482	19922	24418	42280	20375	11076	25503	20328	32421	12951	34749	55213	10126	40407	80170	27297	81020	27322	10471	43333	34951	21070	32459	21356	5772	14345	5836	40293	34427	19004	43465	18046	3860	19116	27995	23576	5412	6118	23906	23877	4786	10428	12601	5383	60230	3440640
    10	9765	20706	26351	67567	28452	11635	1211	18777	9938	10997	33619	4951	23876	33535	30490	22909	19635	17767	80107	4003	20036	22338	12132	8054	11147	29408	50153	24958	16264	9214	73769	27106	27278	24075	4424	73107	10490	15556	4768	25155	48511	33769	4106	32844	21475	25176	9998	40073	6097	19929	36737	39590	97731	20979	6880	32130	4772	35264	18926	9146	5361	39828	41231	15479	68350	33296	10300	4142	16606	57451	30307	38716	21797	31025	43739	19618	81103	8709	12543	19180	38951	13029	50653	33733	8732	53465	18718	16808	30503	5537	25497	49962	8744	15435	48282	48564	31242	27943	41555	30475	17406	21975	27473	34437	38428	36588	14702	43616	39461	28468	37874	20030	58069	27783	1869	3166	17928	26116	8023	34367	54867	7066	9067	38032	33793	21547	22407	9617	3440640
    11	23604	25232	13674	22073	3017	19966	6500	12001	44128	10093	8464	2478	30672	27943	19061	8536	61608	18656	42132	13137	67486	16601	14253	7071	29712	36806	34461	12006	11133	49546	53082	5594	17527	60659	24798	14879	2597	30638	5383	37869	48869	18572	25334	68196	6840	28199	59312	41639	29041	36084	34620	15280	9980	23696	30972	28126	28764	15667	40289	54476	35981	41625	12590	26528	23342	11055	2191	32785	34247	37619	13268	50718	21061	42716	28215	6641	10534	5199	38215	42375	23148	19793	9347	6839	12097	40232	36449	38777	23414	41300	25336	20268	31299	23035	31442	25790	47445	51309	51307	37107	35507	48781	16547	36207	6727	97890	14563	89120	8017	23813	5667	32411	5484	9476	16268	89647	31775	4960	3782	25267	9631	7162	26936	5032	37466	19236	26703	4894	3440640
    12	25833	7708	61590	5420	23913	13832	19923	24123	17078	25984	18889	6772	27017	4791	49682	30160	11075	26935	12727	3420	13251	12697	70937	13118	35577	10727	41146	27154	9491	16998	25330	35599	58765	10884	48175	30469	32070	6194	41790	1617	39794	19724	89327	28361	29672	15228	109315	8444	3908	12788	16616	19487	54488	56557	5933	13888	24013	10357	30953	4528	19550	41735	20792	38297	34056	53042	18298	24570	39109	34642	5632	6807	20919	30444	16960	76885	36336	5743	12632	21061	55157	29078	42885	14313	4818	45880	19957	116691	22829	28470	18188	8350	20370	3489	25335	31155	12347	55662	8770	40245	54395	37633	38514	41681	1030	26221	3320	31149	15069	8775	26933	8552	27764	7932	23333	47386	22062	21721	39490	30832	24761	35896	6067	27387	31282	9679	33117	44918	3440640
    13	40169	25843	66899	17531	20699	18530	44694	37776	28540	19190	89407	4657	30047	8324	17417	34667	34388	6372	5681	20370	11931	32047	26522	14785	45899	10810	41144	11125	37472	46893	3424	9890	16793	17220	5959	9437	29687	3979	19443	40462	57361	37790	18870	6462	41946	57341	22344	26394	13134	22001	7912	6978	31520	5355	19615	32319	11350	33871	25288	65917	17495	33258	36369	4530	9512	32598	35391	24414	18846	2974	34326	98336	2453	72580	3097	61064	32600	35452	42858	45233	28100	25293	38673	25628	11271	22528	4714	9749	9986	32493	12215	41088	39977	14723	15708	52111	16448	8877	50382	626	22730	110768	42486	23400	73907	18114	47504	13730	5017	49169	20377	3465	45721	31437	10226	24183	4000	11165	15131	7202	37160	30514	12806	50155	27606	17417	4405	26978	3440640
    14	18548	39380	10424	68643	42830	10027	36798	36027	30887	5692	27742	6287	21707	13773	16456	32065	32484	31736	34617	7121	34899	10840	46687	82968	15427	28544	27304	9262	35945	15828	18144	21036	27534	27339	92954	4155	23169	21022	48196	50781	23117	36436	10796	14878	86537	15917	7427	27050	39827	18701	26140	30402	12795	65853	7963	181665	28926	51604	3919	12920	34225	12998	38590	6594	32994	23062	9445	25694	33315	31843	1342	20638	3438	532	18367	61865	79716	8951	6086	41825	32992	28659	33427	2075	19359	20243	31592	19622	12842	15794	19139	9537	33787	15682	11240	24211	15517	13606	14076	81106	29790	46028	27799	1451	8089	24989	30527	19832	19242	14612	65149	32943	36512	4969	15671	52089	3709	19482	8928	23230	25154	9746	33250	11733	20053	16903	19009	5574	3440640
    15	35113	96734	28396	39001	6743	8159	63978	70630	102067	18690	19303	20273	4131	7303	12141	4248	90830	56708	23862	18636	29538	4253	2807	21168	5487	12935	7900	8546	26015	24817	20929	19540	43746	9877	28481	27764	17788	27993	5485	16341	70029	32924	37641	24467	1613	27126	30454	20628	14452	37325	26553	25540	28379	11401	20697	46065	29330	25168	23566	11233	35327	40957	16247	11256	9466	16471	53302	5120	13653	34421	29095	25696	24434	3742	28053	21794	25196	61960	29116	6577	25233	12978	82475	14192	16900	39319	31518	47445	3241	56677	29002	90768	15816	45390	37861	61294	30687	19801	72330	3831	29609	29631	23523	13534	15237	16611	25977	13027	6389	20280	17992	9043	18333	29700	19348	13537	22689	9376	8466	7205	54732	58595	9284	41551	4468	30182	19006	11727	3440640
    16	25761	15896	5366	3779	15353	31460	17729	24863	36940	20622	4285	47849	8025	30808	47587	28145	31720	5682	37061	20032	27915	18899	8437	18017	30117	4469	42086	19316	19750	33881	61909	17440	49844	22111	8528	29687	9002	40168	25894	19286	34620	17441	11397	36360	14266	54044	7312	21381	13631	2448	39967	31092	51345	15193	16550	27772	6464	28479	8042	40119	25984	27809	12495	10460	13002	65982	5086	41946	18866	7027	12154	5763	17708	20237	8343	75699	24849	34949	98714	70774	68196	35047	18394	53693	41952	24393	3815	3911	4104	46478	25794	13340	34610	24863	36434	6833	4642	12872	26392	26403	18016	36745	60368	27662	5109	37505	24400	6183	44540	24883	33950	12751	19765	33027	49877	76977	2101	69080	2046	23739	25701	27275	10862	52778	37778	22421	45561	55885	3440640
