ggml_cuda_init: found 1 CUDA devices (Total VRAM: 45596 MiB):
  Device 0: NVIDIA L40S, compute capability 8.9, VMM: yes, VRAM: 45596 MiB

Computing statistics for /home/user1/workspace/bobchenyx/26-ICCAD/qwen3-imatrix-q8_0-E4.gguf (384 tensors)

 Layer	       Tensor	          Σ(Act²)	  Min	            Max	           μ	   σ	 % Active	N	   Entropy	E (norm)	ZD	  CosSim
   26	ffn_down_exps       	   4633.91	  0.0010	     3.5674	  0.05	  0.05	  100.00%	 98304	   16.1959	 97.65%	      7.18%	  0.1713
   24	ffn_down_exps       	   4129.76	  0.0059	    13.0052	  0.04	  0.06	  100.00%	 98304	   16.2372	 97.90%	      4.41%	  0.3840
   23	ffn_down_exps       	   4052.76	  0.0027	     6.0125	  0.04	  0.04	  100.00%	 98304	   16.2694	 98.10%	      6.04%	  0.3770
   22	ffn_down_exps       	   3765.22	  0.0051	    18.8111	  0.04	  0.07	  100.00%	 98304	   16.2470	 97.96%	      2.59%	  0.2015
   20	ffn_down_exps       	   3386.28	  0.0017	     5.2380	  0.03	  0.04	  100.00%	 98304	   16.2243	 97.83%	      4.09%	  0.1345
   21	ffn_down_exps       	   3328.45	  0.0054	    14.4747	  0.03	  0.06	  100.00%	 98304	   16.2513	 97.99%	      2.22%	  0.1379
   19	ffn_down_exps       	   3277.09	  0.0014	    13.5692	  0.03	  0.08	  100.00%	 98304	   16.0037	 96.50%	      1.83%	  0.1151
   18	ffn_down_exps       	   3120.82	  0.0028	    15.3333	  0.03	  0.08	  100.00%	 98304	   16.0389	 96.71%	      1.85%	  0.1905
   16	ffn_down_exps       	   2406.12	  0.0030	    10.0810	  0.02	  0.05	  100.00%	 98304	   16.1643	 97.46%	      2.49%	  0.3416
   17	ffn_down_exps       	   2254.38	  0.0015	     3.5585	  0.02	  0.02	  100.00%	 98304	   16.2630	 98.06%	      5.52%	  0.3267
   15	ffn_down_exps       	   2173.74	  0.0014	     1.9967	  0.02	  0.02	  100.00%	 98304	   16.2946	 98.25%	      6.52%	  0.3739
   13	ffn_down_exps       	   2078.96	  0.0023	     5.8209	  0.02	  0.03	  100.00%	 98304	   16.2293	 97.86%	      4.34%	  0.3364
   14	ffn_down_exps       	   2011.76	  0.0007	     2.3877	  0.02	  0.02	  100.00%	 98304	   16.2590	 98.03%	      6.43%	  0.3718
   11	ffn_down_exps       	   1604.98	  0.0004	     1.5097	  0.02	  0.02	  100.00%	 98304	   16.2437	 97.94%	      6.37%	  0.3502
   12	ffn_down_exps       	   1571.30	  0.0006	     1.5603	  0.02	  0.02	  100.00%	 98304	   16.2732	 98.12%	      6.58%	  0.3748
    8	ffn_down_exps       	   1556.23	  0.0010	     2.7281	  0.02	  0.03	  100.00%	 98304	   16.1171	 97.18%	      3.04%	  0.1743
    9	ffn_down_exps       	   1529.29	  0.0001	     4.0368	  0.02	  0.02	  100.00%	 98304	   16.1781	 97.55%	      3.08%	  0.1912
   10	ffn_down_exps       	   1497.46	  0.0003	     2.7547	  0.02	  0.02	  100.00%	 98304	   16.2234	 97.82%	      4.60%	  0.2602
    7	ffn_down_exps       	   1348.51	  0.0013	     4.6202	  0.01	  0.03	  100.00%	 98304	   16.0003	 96.47%	      2.26%	  0.1639
    6	ffn_down_exps       	   1150.65	  0.0007	     2.2446	  0.01	  0.02	  100.00%	 98304	   16.1282	 97.25%	      2.96%	  0.2415
    5	ffn_down_exps       	   1144.21	  0.0002	     2.5095	  0.01	  0.02	  100.00%	 98304	   16.0666	 96.87%	      3.82%	  0.2768
    4	ffn_down_exps       	    998.84	  0.0000	     2.4232	  0.01	  0.02	  100.00%	 98304	   16.0105	 96.54%	      2.94%	  0.0014
    0	ffn_down_exps       	    148.38	  0.0000	     0.3789	  0.00	  0.00	   94.03%	 98304	   15.3030	 92.27%	      4.38%	  0.0000
   47	ffn_gate_exps       	 546446.44	  0.0000	  1142.0531	  2.08	 14.06	   99.95%	262144	   16.1327	 89.63%	      0.79%	  0.2288
   46	ffn_gate_exps       	 449528.88	  0.0015	  1030.0013	  1.71	  8.70	  100.00%	262144	   16.8124	 93.40%	      0.94%	  0.2006
   45	ffn_gate_exps       	 405967.94	  0.0000	  2056.5669	  1.55	  8.25	   99.95%	262144	   16.9933	 94.41%	      0.74%	  0.1943
   44	ffn_gate_exps       	 364460.56	  0.0000	  2319.1948	  1.39	  8.10	   99.95%	262144	   17.0296	 94.61%	      0.67%	  0.2275
   43	ffn_gate_exps       	 332227.44	  0.0000	  2011.2523	  1.27	  6.36	   99.95%	262144	   17.1165	 95.09%	      0.77%	  0.2417
   42	ffn_gate_exps       	 294914.28	  0.0000	  3337.8083	  1.13	  7.93	   99.95%	262144	   16.9825	 94.35%	      0.62%	  0.2557
   41	ffn_gate_exps       	 252234.41	  0.0366	  1324.8519	  0.96	  4.80	  100.00%	262144	   17.0738	 94.85%	      0.87%	  0.2966
   40	ffn_gate_exps       	 217898.69	  0.0198	  1283.6100	  0.83	  4.33	  100.00%	262144	   17.0613	 94.79%	      0.81%	  0.2750
   39	ffn_gate_exps       	 187294.34	  0.0132	  5626.9780	  0.71	 11.31	  100.00%	262144	   16.8442	 93.58%	      0.25%	  0.2446
   38	ffn_gate_exps       	 155790.42	  0.0377	   430.5784	  0.59	  2.38	  100.00%	262144	   17.1275	 95.15%	      0.95%	  0.2555
   37	ffn_gate_exps       	 150896.31	  0.0423	   961.3172	  0.58	  3.02	  100.00%	262144	   17.0494	 94.72%	      0.76%	  0.2289
   35	ffn_gate_exps       	 133775.38	  0.0357	  4131.0552	  0.51	  8.81	  100.00%	262144	   16.9087	 93.94%	      0.17%	  0.1837
   36	ffn_gate_exps       	 132074.98	  0.0846	   557.6306	  0.50	  2.38	  100.00%	262144	   17.2445	 95.80%	      0.71%	  0.2051
   34	ffn_gate_exps       	 127440.98	  0.0259	  3431.2976	  0.49	  6.97	  100.00%	262144	   17.0718	 94.84%	      0.23%	  0.3210
   30	ffn_gate_exps       	 124000.30	  0.0460	   955.2290	  0.47	  2.60	  100.00%	262144	   17.2872	 96.04%	      0.54%	  0.1357
   31	ffn_gate_exps       	 118284.93	  0.0108	   503.7763	  0.45	  1.79	  100.00%	262144	   17.3899	 96.61%	      0.66%	  0.1492
   33	ffn_gate_exps       	 115604.86	  0.0281	  1035.9612	  0.44	  3.00	  100.00%	262144	   17.3352	 96.31%	      0.43%	  0.1402
   32	ffn_gate_exps       	 112664.73	  0.0158	   981.3021	  0.43	  2.37	  100.00%	262144	   17.3959	 96.64%	      0.51%	  0.1367
   29	ffn_gate_exps       	 102425.44	  0.0166	  1495.5203	  0.39	  3.29	  100.00%	262144	   17.2115	 95.62%	      0.40%	  0.2855
   28	ffn_gate_exps       	  99615.92	  0.0110	  1028.0642	  0.38	  3.15	  100.00%	262144	   17.1918	 95.51%	      0.38%	  0.2829
   27	ffn_gate_exps       	  95846.42	  0.0039	  3805.7507	  0.37	  7.64	  100.00%	262144	   16.9398	 94.11%	      0.15%	  0.1491
   25	ffn_gate_exps       	  87389.83	  0.0301	   821.4838	  0.33	  2.12	  100.00%	262144	   17.3434	 96.35%	      0.51%	  0.1533
   26	ffn_gate_exps       	  86832.27	  0.0048	  3976.6636	  0.33	  7.87	  100.00%	262144	   16.8668	 93.70%	      0.13%	  0.1637
   24	ffn_gate_exps       	  83643.70	  0.0477	   463.1989	  0.32	  1.49	  100.00%	262144	   17.4265	 96.81%	      0.68%	  0.1292
   23	ffn_gate_exps       	  83561.65	  0.0370	  1954.1810	  0.32	  3.99	  100.00%	262144	   17.2675	 95.93%	      0.24%	  0.1141
   18	ffn_gate_exps       	  82508.24	  0.0184	  1165.0897	  0.31	  2.46	  100.00%	262144	   17.3953	 96.64%	      0.40%	  0.2636
   22	ffn_gate_exps       	  79014.66	  0.0157	  2704.3230	  0.30	  5.63	  100.00%	262144	   17.0384	 94.66%	      0.15%	  0.3199
   19	ffn_gate_exps       	  78550.38	  0.0071	   281.6507	  0.30	  1.01	  100.00%	262144	   17.5283	 97.38%	      0.75%	  0.1135
   20	ffn_gate_exps       	  75116.52	  0.0082	   655.5733	  0.29	  1.89	  100.00%	262144	   17.4526	 96.96%	      0.42%	  0.1137
   21	ffn_gate_exps       	  73088.20	  0.0106	   455.9909	  0.28	  1.36	  100.00%	262144	   17.5325	 97.40%	      0.49%	  0.1183
   17	ffn_gate_exps       	  64289.97	  0.0043	   969.2111	  0.25	  2.81	  100.00%	262144	   17.2201	 95.67%	      0.25%	  0.2955
   16	ffn_gate_exps       	  63952.12	  0.0036	  1350.2986	  0.24	  3.37	  100.00%	262144	   17.1475	 95.26%	      0.19%	  0.2960
   15	ffn_gate_exps       	  60173.05	  0.0028	  1853.0552	  0.23	  3.66	  100.00%	262144	   17.2253	 95.70%	      0.18%	  0.1385
   14	ffn_gate_exps       	  54544.04	  0.0102	   298.7181	  0.21	  0.95	  100.00%	262144	   17.4591	 96.99%	      0.59%	  0.1634
   13	ffn_gate_exps       	  53973.78	  0.0112	   498.0007	  0.21	  1.16	  100.00%	262144	   17.3477	 96.38%	      0.57%	  0.1675
   11	ffn_gate_exps       	  49258.87	  0.0053	  1994.4833	  0.19	  5.17	  100.00%	262144	   16.5949	 92.19%	      0.08%	  0.1323
   12	ffn_gate_exps       	  47383.54	  0.0089	   201.1038	  0.18	  0.73	  100.00%	262144	   17.4691	 97.05%	      0.64%	  0.1556
    9	ffn_gate_exps       	  45377.97	  0.0021	   425.3699	  0.17	  1.39	  100.00%	262144	   17.3480	 96.38%	      0.34%	  0.1342
   10	ffn_gate_exps       	  44544.78	  0.0029	  1138.1143	  0.17	  2.28	  100.00%	262144	   17.2385	 95.77%	      0.22%	  0.3490
    8	ffn_gate_exps       	  44418.68	  0.0002	   437.0207	  0.17	  1.18	  100.00%	262144	   17.4158	 96.75%	      0.37%	  0.2926
    7	ffn_gate_exps       	  42563.17	  0.0027	   176.1538	  0.16	  0.56	  100.00%	262144	   17.5110	 97.28%	      0.65%	  0.1213
    6	ffn_gate_exps       	  41459.29	  0.0043	   355.6068	  0.16	  0.93	  100.00%	262144	   17.3999	 96.67%	      0.46%	  0.1593
    2	ffn_gate_exps       	  39237.46	  0.0001	 13212.4473	  0.15	 26.49	  100.00%	262144	   10.3056	 57.25%	      0.00%	  0.0350
    5	ffn_gate_exps       	  34781.20	  0.0007	   275.2860	  0.13	  0.87	  100.00%	262144	   17.2373	 95.76%	      0.46%	  0.2400
    4	ffn_gate_exps       	  33033.86	  0.0006	   293.5194	  0.13	  0.79	  100.00%	262144	   17.1955	 95.53%	      0.47%	  0.0418
    3	ffn_gate_exps       	  30861.71	  0.0000	  2210.8972	  0.12	  5.36	  100.00%	262144	   15.4927	 86.07%	      0.06%	  0.0350
    1	ffn_gate_exps       	  14609.21	  0.0005	    35.3030	  0.06	  0.30	  100.00%	262144	   16.6297	 92.39%	      0.59%	  0.3818
    0	ffn_gate_exps       	   7580.06	  0.0001	    10.2771	  0.03	  0.17	  100.00%	262144	   15.8854	 88.25%	      0.90%	  0.0000
   47	ffn_gate_inp        	   4094.26	  0.0000	   282.5085	  2.00	  8.95	   99.95%	  2048	    9.4114	 85.56%	      1.46%	  0.8169
   46	ffn_gate_inp        	   3426.58	  0.0028	   115.9578	  1.67	  4.42	  100.00%	  2048	   10.1163	 91.97%	      2.05%	  0.9849
   45	ffn_gate_inp        	   3141.75	  0.0000	   103.5023	  1.53	  3.49	   99.95%	  2048	   10.2966	 93.61%	      1.95%	  0.9904
   44	ffn_gate_inp        	   2799.22	  0.0000	    84.5269	  1.37	  2.92	   99.95%	  2048	   10.3422	 94.02%	      2.10%	  0.9940
   43	ffn_gate_inp        	   2542.51	  0.0000	    71.6633	  1.24	  2.57	   99.95%	  2048	   10.3617	 94.20%	      2.25%	  0.9829
   42	ffn_gate_inp        	   2270.81	  0.0000	    54.3098	  1.11	  2.40	   99.95%	  2048	   10.2971	 93.61%	      2.15%	  0.9826
   41	ffn_gate_inp        	   1943.82	  0.0591	    44.0684	  0.95	  2.03	  100.00%	  2048	   10.2970	 93.61%	      2.15%	  0.9909
   40	ffn_gate_inp        	   1674.70	  0.0399	    47.8794	  0.82	  1.86	  100.00%	  2048	   10.2746	 93.41%	      2.00%	  0.9890
   39	ffn_gate_inp        	   1400.71	  0.0523	    45.4496	  0.68	  1.57	  100.00%	  2048	   10.3111	 93.74%	      1.51%	  0.9958
   38	ffn_gate_inp        	   1184.53	  0.0539	    44.6623	  0.58	  1.43	  100.00%	  2048	   10.2508	 93.19%	      1.61%	  0.9905
   37	ffn_gate_inp        	   1137.17	  0.0695	    47.5265	  0.56	  1.43	  100.00%	  2048	   10.2355	 93.05%	      1.61%	  0.9908
   36	ffn_gate_inp        	    984.08	  0.1285	    35.3603	  0.48	  1.03	  100.00%	  2048	   10.4488	 94.99%	      1.42%	  0.9947
   35	ffn_gate_inp        	    963.90	  0.0880	    28.7956	  0.47	  0.93	  100.00%	  2048	   10.4803	 95.28%	      1.37%	  0.9960
   30	ffn_gate_inp        	    951.47	  0.0678	    24.4559	  0.46	  0.93	  100.00%	  2048	   10.4579	 95.07%	      1.42%	  0.9813
   34	ffn_gate_inp        	    921.88	  0.0567	    24.4833	  0.45	  0.83	  100.00%	  2048	   10.5189	 95.63%	      1.61%	  0.9874
   31	ffn_gate_inp        	    920.49	  0.0162	    23.4799	  0.45	  0.86	  100.00%	  2048	   10.4951	 95.41%	      1.32%	  0.9979
   33	ffn_gate_inp        	    861.69	  0.0398	    18.9316	  0.42	  0.75	  100.00%	  2048	   10.5477	 95.89%	      1.46%	  0.9965
   32	ffn_gate_inp        	    854.96	  0.0234	    17.5041	  0.42	  0.73	  100.00%	  2048	   10.5513	 95.92%	      1.42%	  0.9875
   29	ffn_gate_inp        	    772.95	  0.0245	    18.2071	  0.38	  0.74	  100.00%	  2048	   10.4492	 94.99%	      1.46%	  0.9976
   28	ffn_gate_inp        	    749.60	  0.0172	    17.2465	  0.37	  0.70	  100.00%	  2048	   10.4697	 95.18%	      1.46%	  0.9930
   27	ffn_gate_inp        	    704.50	  0.0202	    14.7482	  0.34	  0.62	  100.00%	  2048	   10.5212	 95.65%	      1.42%	  0.9976
   25	ffn_gate_inp        	    660.70	  0.0526	    12.8372	  0.32	  0.54	  100.00%	  2048	   10.5440	 95.85%	      1.46%	  0.9914
   18	ffn_gate_inp        	    646.96	  0.0326	     9.8188	  0.32	  0.48	  100.00%	  2048	   10.6039	 96.40%	      1.42%	  0.9695
   26	ffn_gate_inp        	    633.89	  0.0398	    13.7575	  0.31	  0.56	  100.00%	  2048	   10.5068	 95.52%	      1.32%	  0.9853
   24	ffn_gate_inp        	    628.84	  0.0837	    10.0390	  0.31	  0.43	  100.00%	  2048	   10.6528	 96.84%	      1.27%	  0.9906
   19	ffn_gate_inp        	    624.15	  0.0095	     9.8414	  0.30	  0.46	  100.00%	  2048	   10.6110	 96.46%	      1.37%	  0.9911
   23	ffn_gate_inp        	    620.10	  0.0679	    11.1624	  0.30	  0.44	  100.00%	  2048	   10.6329	 96.66%	      1.32%	  0.9974
   20	ffn_gate_inp        	    579.22	  0.0126	     8.7456	  0.28	  0.39	  100.00%	  2048	   10.6538	 96.85%	      1.56%	  0.9908
   22	ffn_gate_inp        	    576.86	  0.0417	     9.7260	  0.28	  0.40	  100.00%	  2048	   10.6452	 96.77%	      1.46%	  0.9900
   21	ffn_gate_inp        	    559.12	  0.0155	     8.6835	  0.27	  0.37	  100.00%	  2048	   10.6674	 96.98%	      1.56%	  0.9967
   17	ffn_gate_inp        	    495.70	  0.0060	     8.4504	  0.24	  0.37	  100.00%	  2048	   10.6098	 96.45%	      1.71%	  0.9972
   16	ffn_gate_inp        	    485.91	  0.0081	     8.1454	  0.24	  0.36	  100.00%	  2048	   10.6226	 96.57%	      1.61%	  0.9938
   15	ffn_gate_inp        	    464.08	  0.0077	     9.2039	  0.23	  0.35	  100.00%	  2048	   10.6212	 96.56%	      1.37%	  0.9976
   14	ffn_gate_inp        	    428.10	  0.0175	     9.3705	  0.21	  0.34	  100.00%	  2048	   10.5902	 96.27%	      1.37%	  0.9793
   13	ffn_gate_inp        	    426.43	  0.0240	    13.1966	  0.21	  0.41	  100.00%	  2048	   10.5017	 95.47%	      1.32%	  0.9921
   12	ffn_gate_inp        	    379.36	  0.0120	    10.5103	  0.19	  0.32	  100.00%	  2048	   10.5986	 96.35%	      1.12%	  0.9981
   11	ffn_gate_inp        	    366.66	  0.0159	    10.4224	  0.18	  0.32	  100.00%	  2048	   10.5634	 96.03%	      1.17%	  0.9970
    9	ffn_gate_inp        	    349.68	  0.0044	     7.2640	  0.17	  0.27	  100.00%	  2048	   10.6240	 96.58%	      1.46%	  0.9964
   10	ffn_gate_inp        	    348.05	  0.0048	     9.0957	  0.17	  0.29	  100.00%	  2048	   10.5861	 96.24%	      1.12%	  0.9860
    8	ffn_gate_inp        	    342.29	  0.0004	     7.4539	  0.17	  0.26	  100.00%	  2048	   10.6272	 96.61%	      1.46%	  0.9727
    7	ffn_gate_inp        	    336.97	  0.0041	     5.3231	  0.16	  0.25	  100.00%	  2048	   10.6122	 96.47%	      1.42%	  0.9967
    6	ffn_gate_inp        	    327.23	  0.0069	     5.6590	  0.16	  0.26	  100.00%	  2048	   10.5876	 96.25%	      1.42%	  0.9426
    5	ffn_gate_inp        	    270.35	  0.0011	     8.6294	  0.13	  0.28	  100.00%	  2048	   10.4429	 94.94%	      1.07%	  0.9887
    4	ffn_gate_inp        	    253.05	  0.0012	     8.6590	  0.12	  0.28	  100.00%	  2048	   10.3824	 94.39%	      1.07%	  0.6012
    3	ffn_gate_inp        	    223.22	  0.0001	    24.4379	  0.11	  0.58	  100.00%	  2048	    9.7704	 88.82%	      0.68%	  0.9833
    2	ffn_gate_inp        	    199.27	  0.0003	    47.0742	  0.10	  1.07	  100.00%	  2048	    8.3533	 75.94%	      0.54%	  0.2351
    1	ffn_gate_inp        	    111.83	  0.0017	     6.3795	  0.05	  0.24	  100.00%	  2048	    9.7128	 88.30%	      0.73%	  0.8406
    0	ffn_gate_inp        	     58.88	  0.0002	     3.6879	  0.03	  0.14	  100.00%	  2048	    9.0919	 82.65%	      1.17%	  0.0000
   47	ffn_up_exps         	 546446.44	  0.0000	  1142.0531	  2.08	 14.06	   99.95%	262144	   16.1327	 89.63%	      0.79%	  0.2288
   46	ffn_up_exps         	 449528.88	  0.0015	  1030.0013	  1.71	  8.70	  100.00%	262144	   16.8124	 93.40%	      0.94%	  0.2006
   45	ffn_up_exps         	 405967.94	  0.0000	  2056.5669	  1.55	  8.25	   99.95%	262144	   16.9933	 94.41%	      0.74%	  0.1943
   44	ffn_up_exps         	 364460.56	  0.0000	  2319.1948	  1.39	  8.10	   99.95%	262144	   17.0296	 94.61%	      0.67%	  0.2275
   43	ffn_up_exps         	 332227.44	  0.0000	  2011.2523	  1.27	  6.36	   99.95%	262144	   17.1165	 95.09%	      0.77%	  0.2417
   42	ffn_up_exps         	 294914.28	  0.0000	  3337.8083	  1.13	  7.93	   99.95%	262144	   16.9825	 94.35%	      0.62%	  0.2557
   41	ffn_up_exps         	 252234.41	  0.0366	  1324.8519	  0.96	  4.80	  100.00%	262144	   17.0738	 94.85%	      0.87%	  0.2966
   40	ffn_up_exps         	 217898.69	  0.0198	  1283.6100	  0.83	  4.33	  100.00%	262144	   17.0613	 94.79%	      0.81%	  0.2750
   39	ffn_up_exps         	 187294.34	  0.0132	  5626.9780	  0.71	 11.31	  100.00%	262144	   16.8442	 93.58%	      0.25%	  0.2446
   38	ffn_up_exps         	 155790.42	  0.0377	   430.5784	  0.59	  2.38	  100.00%	262144	   17.1275	 95.15%	      0.95%	  0.2555
   37	ffn_up_exps         	 150896.31	  0.0423	   961.3172	  0.58	  3.02	  100.00%	262144	   17.0494	 94.72%	      0.76%	  0.2289
   35	ffn_up_exps         	 133775.38	  0.0357	  4131.0552	  0.51	  8.81	  100.00%	262144	   16.9087	 93.94%	      0.17%	  0.1837
   36	ffn_up_exps         	 132074.98	  0.0846	   557.6306	  0.50	  2.38	  100.00%	262144	   17.2445	 95.80%	      0.71%	  0.2051
   34	ffn_up_exps         	 127440.98	  0.0259	  3431.2976	  0.49	  6.97	  100.00%	262144	   17.0718	 94.84%	      0.23%	  0.3210
   30	ffn_up_exps         	 124000.30	  0.0460	   955.2290	  0.47	  2.60	  100.00%	262144	   17.2872	 96.04%	      0.54%	  0.1357
   31	ffn_up_exps         	 118284.93	  0.0108	   503.7763	  0.45	  1.79	  100.00%	262144	   17.3899	 96.61%	      0.66%	  0.1492
   33	ffn_up_exps         	 115604.86	  0.0281	  1035.9612	  0.44	  3.00	  100.00%	262144	   17.3352	 96.31%	      0.43%	  0.1402
   32	ffn_up_exps         	 112664.73	  0.0158	   981.3021	  0.43	  2.37	  100.00%	262144	   17.3959	 96.64%	      0.51%	  0.1367
   29	ffn_up_exps         	 102425.44	  0.0166	  1495.5203	  0.39	  3.29	  100.00%	262144	   17.2115	 95.62%	      0.40%	  0.2855
   28	ffn_up_exps         	  99615.92	  0.0110	  1028.0642	  0.38	  3.15	  100.00%	262144	   17.1918	 95.51%	      0.38%	  0.2829
   27	ffn_up_exps         	  95846.42	  0.0039	  3805.7507	  0.37	  7.64	  100.00%	262144	   16.9398	 94.11%	      0.15%	  0.1491
   25	ffn_up_exps         	  87389.83	  0.0301	   821.4838	  0.33	  2.12	  100.00%	262144	   17.3434	 96.35%	      0.51%	  0.1533
   26	ffn_up_exps         	  86832.27	  0.0048	  3976.6636	  0.33	  7.87	  100.00%	262144	   16.8668	 93.70%	      0.13%	  0.1637
   24	ffn_up_exps         	  83643.70	  0.0477	   463.1989	  0.32	  1.49	  100.00%	262144	   17.4265	 96.81%	      0.68%	  0.1292
   23	ffn_up_exps         	  83561.65	  0.0370	  1954.1810	  0.32	  3.99	  100.00%	262144	   17.2675	 95.93%	      0.24%	  0.1141
   18	ffn_up_exps         	  82508.24	  0.0184	  1165.0897	  0.31	  2.46	  100.00%	262144	   17.3953	 96.64%	      0.40%	  0.2636
   22	ffn_up_exps         	  79014.66	  0.0157	  2704.3230	  0.30	  5.63	  100.00%	262144	   17.0384	 94.66%	      0.15%	  0.3199
   19	ffn_up_exps         	  78550.38	  0.0071	   281.6507	  0.30	  1.01	  100.00%	262144	   17.5283	 97.38%	      0.75%	  0.1135
   20	ffn_up_exps         	  75116.52	  0.0082	   655.5733	  0.29	  1.89	  100.00%	262144	   17.4526	 96.96%	      0.42%	  0.1137
   21	ffn_up_exps         	  73088.20	  0.0106	   455.9909	  0.28	  1.36	  100.00%	262144	   17.5325	 97.40%	      0.49%	  0.1183
   17	ffn_up_exps         	  64289.97	  0.0043	   969.2111	  0.25	  2.81	  100.00%	262144	   17.2201	 95.67%	      0.25%	  0.2955
   16	ffn_up_exps         	  63952.12	  0.0036	  1350.2986	  0.24	  3.37	  100.00%	262144	   17.1475	 95.26%	      0.19%	  0.2960
   15	ffn_up_exps         	  60173.05	  0.0028	  1853.0552	  0.23	  3.66	  100.00%	262144	   17.2253	 95.70%	      0.18%	  0.1385
   14	ffn_up_exps         	  54544.04	  0.0102	   298.7181	  0.21	  0.95	  100.00%	262144	   17.4591	 96.99%	      0.59%	  0.1634
   13	ffn_up_exps         	  53973.78	  0.0112	   498.0007	  0.21	  1.16	  100.00%	262144	   17.3477	 96.38%	      0.57%	  0.1675
   11	ffn_up_exps         	  49258.87	  0.0053	  1994.4833	  0.19	  5.17	  100.00%	262144	   16.5949	 92.19%	      0.08%	  0.1323
   12	ffn_up_exps         	  47383.54	  0.0089	   201.1038	  0.18	  0.73	  100.00%	262144	   17.4691	 97.05%	      0.64%	  0.1556
    9	ffn_up_exps         	  45377.97	  0.0021	   425.3699	  0.17	  1.39	  100.00%	262144	   17.3480	 96.38%	      0.34%	  0.1342
   10	ffn_up_exps         	  44544.78	  0.0029	  1138.1143	  0.17	  2.28	  100.00%	262144	   17.2385	 95.77%	      0.22%	  0.3490
    8	ffn_up_exps         	  44418.68	  0.0002	   437.0207	  0.17	  1.18	  100.00%	262144	   17.4158	 96.75%	      0.37%	  0.2926
    7	ffn_up_exps         	  42563.17	  0.0027	   176.1538	  0.16	  0.56	  100.00%	262144	   17.5110	 97.28%	      0.65%	  0.1213
    6	ffn_up_exps         	  41459.29	  0.0043	   355.6068	  0.16	  0.93	  100.00%	262144	   17.3999	 96.67%	      0.46%	  0.1593
    2	ffn_up_exps         	  39237.46	  0.0001	 13212.4473	  0.15	 26.49	  100.00%	262144	   10.3056	 57.25%	      0.00%	  0.0350
    5	ffn_up_exps         	  34781.20	  0.0007	   275.2860	  0.13	  0.87	  100.00%	262144	   17.2373	 95.76%	      0.46%	  0.2400
    4	ffn_up_exps         	  33033.86	  0.0006	   293.5194	  0.13	  0.79	  100.00%	262144	   17.1955	 95.53%	      0.47%	  0.0418
    3	ffn_up_exps         	  30861.71	  0.0000	  2210.8972	  0.12	  5.36	  100.00%	262144	   15.4927	 86.07%	      0.06%	  0.0350
    1	ffn_up_exps         	  14609.21	  0.0005	    35.3030	  0.06	  0.30	  100.00%	262144	   16.6297	 92.39%	      0.59%	  0.3818
    0	ffn_up_exps         	   7580.06	  0.0001	    10.2771	  0.03	  0.17	  100.00%	262144	   15.8854	 88.25%	      0.90%	  0.0000

Computing weighted average statistics per layer (48 layers)

  Layer	     μΣ(Act²)	      μZD	μCosSim
================================================
    0	       6282.83	    1.4823%	0.0000
    1	      13200.20	    0.5277%	0.3219
    2	      47246.13	    0.0310%	0.0366
    3	      26228.83	    0.0992%	0.0416
    4	      27435.08	    0.9041%	0.0467
    5	      28900.60	    1.0468%	0.2548
    6	      34416.60	    0.9416%	0.1841
    7	      35358.85	    0.9942%	0.1395
    8	      36923.36	    0.8287%	0.2824
    9	      37711.38	    0.8257%	0.1542
   10	      37018.39	    0.9625%	0.3428
   11	      40928.03	    1.1267%	0.1778
   12	      39374.20	    1.6175%	0.2013
   13	      44895.23	    1.2339%	0.2044
   14	      45355.82	    1.5716%	0.2074
   15	      50029.43	    1.2506%	0.1878
   16	      53186.29	    0.6270%	0.3131
   17	      53441.84	    1.1369%	0.3086
   18	      68621.25	    0.7027%	0.2596
   19	      65376.93	    0.9947%	0.1254
   20	      62558.00	    1.0263%	0.1286
   21	      60874.02	    0.8206%	0.1332
   22	      65835.82	    0.5818%	0.3095
   23	      69635.43	    1.2087%	0.1673
   24	      69715.16	    1.3254%	0.1808
   25	      72947.84	    1.0600%	0.1652
   26	      72426.57	    1.3102%	0.1758
   27	      79956.38	    1.4151%	0.1926
   28	      83120.26	    1.1703%	0.3030
   29	      85420.46	    1.4409%	0.2943
   30	     103293.20	    0.7579%	0.1506
   31	      98635.11	    0.9188%	0.1533
   32	      94136.88	    0.8110%	0.1466
   33	      96637.02	    0.8663%	0.1559
   34	     106706.09	    1.0519%	0.3133
   35	     112083.90	    1.3414%	0.2159
   36	     110828.67	    1.4442%	0.2204
   37	     127735.48	    1.6266%	0.2294
   38	     132106.03	    1.9681%	0.2567
   39	     159656.70	    1.0911%	0.2461
   40	     187720.20	    1.4904%	0.2703
   41	     219792.92	    1.4722%	0.2786
   42	     260725.06	    1.2793%	0.2399
   43	     296730.06	    1.3686%	0.2342
   44	     326579.28	    1.3667%	0.2263
   45	     369001.12	    1.3848%	0.1959
   46	     428246.88	    1.0148%	0.1845
   47	     747662.56	    0.7187%	0.2012


Per-expert activation counts — MoE layers (48 layers, 128 experts each)
(Counts reflect total activations over the calibration dataset)

